Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2794,CA-2014-154599,04/12/14,04/17/14,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,14,0.20000000000000001,94.070199999999943
2795,CA-2014-154599,04/12/14,04/17/14,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.36800000000005,4,0.20000000000000001,38.357200000000006
2796,CA-2014-154599,04/12/14,04/17/14,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088000000000001,7,0.20000000000000001,6.5569000000000006
2797,CA-2014-154599,04/12/14,04/17/14,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.49900000000002,3,0.14999999999999999,-18.146999999999998
2798,CA-2017-158743,10/20/17,10/27/17,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.359999999999999,4,0,4.1415999999999986
2799,CA-2017-158743,10/20/17,10/27/17,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.960000000000001,2,0,18.781199999999998
2800,CA-2017-158743,10/20/17,10/27/17,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,145.85000000000002,5,0,70.007999999999996
2801,CA-2016-153318,10/25/16,10/28/16,First Class,JS-15595,Jill Stevenson,Corporate,United States,Miami,Florida,33180,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96000000000015,5,0.20000000000000001,78.396000000000043
2802,US-2015-110163,11/01/15,11/04/15,First Class,GA-14725,Guy Armstrong,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,7.8799999999999999,1,0.20000000000000001,1.7730000000000004
2803,CA-2017-143329,11/03/17,11/08/17,Standard Class,DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,88001,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.369999999999997,3,0,17.375399999999999
2804,CA-2015-159380,05/12/15,05/16/15,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,12.84,3,0,5.7779999999999987
2805,CA-2015-159380,05/12/15,05/16/15,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,25.68,6,0,11.555999999999997
2806,CA-2015-122623,09/07/15,09/11/15,Standard Class,CC-12145,Charles Crestani,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.515999999999991,2,0.29999999999999999,-2.0364000000000004
2807,CA-2015-148635,07/25/15,07/27/15,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.4199999999999999,2,0,0.47100000000000009
2808,CA-2015-148635,07/25/15,07/27/15,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,12.960000000000001,2,0,6.2208000000000006
2809,CA-2015-148635,07/25/15,07/27/15,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.89999999999998,5,0,56.392000000000024
2810,CA-2015-148635,07/25/15,07/27/15,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.5680000000001,2,0.20000000000000001,28.078400000000016
2811,CA-2015-135685,11/16/15,11/18/15,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,179.81999999999999,9,0,84.5154
2812,CA-2015-135685,11/16/15,11/18/15,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.57999999999998,6,0,76.087800000000001
2813,CA-2015-135685,11/16/15,11/18/15,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11000000000001,3,0,36.398699999999977
2814,CA-2015-135685,11/16/15,11/18/15,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96000000000004,4,0,229.99080000000004
2815,CA-2015-135685,11/16/15,11/18/15,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.54999999999995,3,0,111.10349999999994
2816,CA-2015-104626,09/01/15,09/08/15,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.60000000000001,5,0,51.57
2817,CA-2015-104626,09/01/15,09/08/15,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.740000000000002,1,0,15.185000000000002
2818,CA-2015-104626,09/01/15,09/08/15,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0,27.359200000000001
2819,CA-2015-104626,09/01/15,09/08/15,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,6,0,315.74039999999985
2820,CA-2016-160500,05/05/16,05/08/16,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.7200000000000006,5,0.20000000000000001,2.351999999999999
2821,CA-2016-160500,05/05/16,05/08/16,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.77600000000001,3,0.20000000000000001,7.4693999999999932
2822,CA-2017-100202,12/31/16,01/05/17,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Anaheim,California,92804,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.37599999999998,3,0.20000000000000001,22.678200000000018
2823,CA-2017-131016,09/18/17,09/20/17,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,76017,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,8.9280000000000008,2,0.20000000000000001,0.55799999999999894
2824,CA-2017-131016,09/18/17,09/20/17,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584000000000003,2,0.20000000000000001,-2.9739999999999966
2825,US-2014-112914,09/25/14,09/30/14,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,33.792000000000002,8,0.20000000000000001,10.559999999999999
2826,US-2014-112914,09/25/14,09/30/14,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.53279999999995,2,0.32000000000000001,-97.23120000000003
2827,US-2014-112914,09/25/14,09/30/14,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.7239999999999993,2,0.80000000000000004,-4.3584000000000014
2828,US-2014-112914,09/25/14,09/30/14,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.2640000000000002,2,0.20000000000000001,1.1015999999999997
2829,CA-2016-124149,04/23/16,04/26/16,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.33600000000001,6,0.20000000000000001,37.917599999999993
2830,CA-2016-124149,04/23/16,04/26/16,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.920000000000002,5,0.20000000000000001,6.2910000000000004
2831,CA-2016-124149,04/23/16,04/26/16,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.304000000000002,2,0.20000000000000001,29.363999999999997
2832,CA-2014-148915,11/01/14,11/05/14,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92000000000002,5,0.20000000000000001,-94.33299999999997
2833,CA-2014-148915,11/01/14,11/05/14,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,3,0.20000000000000001,54.5916
2834,CA-2017-134649,01/26/17,01/31/17,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,35244,South,OFF-AR-10001547,Office Supplies,Art,Newell 311,15.469999999999999,7,0,4.1768999999999998
2835,CA-2017-134649,01/26/17,01/31/17,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,35244,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.1600000000000001,2,0,3.4367999999999999
2836,CA-2017-110842,11/11/17,11/16/17,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.890000000000001,1,0,2.8314000000000004
2837,CA-2017-110842,11/11/17,11/16/17,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.440000000000001,3,0,9.3312000000000008
2838,CA-2017-110842,11/11/17,11/16/17,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.59999999999999,5,0.20000000000000001,39.519999999999989
2839,CA-2016-147368,06/09/16,06/12/16,First Class,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,32303,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.70000000000005,2,0.5,-27.827999999999975
2840,US-2015-104185,09/03/15,09/08/15,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,10009,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,120.33,1,0,31.285799999999995
2841,US-2014-125521,03/14/14,03/19/14,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.9200000000001,4,0,284.98000000000002
2842,US-2017-135062,08/31/17,09/04/17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,229.54400000000001,7,0.20000000000000001,83.209699999999998
2843,CA-2017-135650,03/23/17,03/27/17,Standard Class,AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,77340,Central,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.72800000000001,2,0.20000000000000001,-32.338800000000006
2844,CA-2017-112865,05/18/17,05/22/17,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.048000000000002,3,0.20000000000000001,-0.90120000000000111
2845,US-2016-162852,12/27/16,12/31/16,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Woodstock,Illinois,60098,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.48799999999994,8,0.29999999999999999,-12.078400000000101
2846,CA-2017-138163,11/17/17,11/20/17,First Class,XP-21865,Xylona Preis,Consumer,United States,Everett,Massachusetts,2149,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.939999999999998,3,0,14.263200000000001
2847,CA-2017-152093,09/10/17,09/15/17,Standard Class,SN-20560,Skye Norling,Home Office,United States,Chicago,Illinois,60653,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.59399999999982,3,0.80000000000000004,-1143.8910000000001
2848,CA-2017-157854,04/08/17,04/15/17,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.280000000000001,6,0,15.758400000000002
2849,CA-2017-157854,04/08/17,04/15/17,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.9700000000003,3,0,1264.7558999999999
2850,CA-2016-123617,11/28/16,12/03/16,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,32137,South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.4340000000000011,6,0.69999999999999996,-5.6993999999999971
2851,US-2016-128293,06/02/16,06/05/16,First Class,KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784000000000006,1,0.20000000000000001,-12.956800000000005
2852,CA-2017-107342,12/17/17,12/22/17,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Columbus,Indiana,47201,Central,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,4,0,13.235199999999999
2853,CA-2016-136371,03/19/16,03/21/16,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,0,6.8908000000000005
2854,CA-2016-136371,03/19/16,03/21/16,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0,6.9087999999999994
2855,CA-2017-137344,08/20/17,08/20/17,Same Day,EM-13810,Eleni McCrary,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.289999999999999,3,0,10.475399999999999
2856,CA-2017-169810,07/25/17,07/31/17,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,South Dakota,57103,Central,OFF-LA-10003663,Office Supplies,Labels,Avery 498,20.23,7,0,9.5081000000000007
2857,CA-2016-128594,08/26/16,08/29/16,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.1360000000002,4,0.20000000000000001,100.19599999999997
2858,CA-2016-154690,08/15/16,08/17/16,Second Class,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.29600000000002,2,0.20000000000000001,22.529599999999995
2859,CA-2017-138975,05/19/17,05/23/17,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.799999999999997,4,0,4.0679999999999978
2860,CA-2017-138975,05/19/17,05/23/17,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.96999999999997,3,0,98.272200000000012
2861,CA-2017-138975,05/19/17,05/23/17,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.8199999999999,9,0,374.62859999999989
2862,CA-2017-138975,05/19/17,05/23/17,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,286.93000000000001,7,0,140.59569999999999
2863,CA-2017-106537,08/12/17,08/17/17,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Orlando,Florida,32839,South,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,20.736000000000004,4,0.20000000000000001,7.2576000000000001
2864,US-2017-103828,08/13/17,08/13/17,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.440000000000001,3,0,8.4888000000000012
2865,US-2017-103828,08/13/17,08/13/17,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.790000000000006,7,0,22.623299999999997
2866,US-2017-103828,08/13/17,08/13/17,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.519999999999996,3,0,15.475200000000001
2867,US-2017-103828,08/13/17,08/13/17,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,31.920000000000002,4,0,9.2567999999999984
2868,CA-2016-115588,11/10/16,11/12/16,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.720000000000002,5,0.20000000000000001,-3.3120000000000012
2869,CA-2016-115588,11/10/16,11/12/16,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.975999999999999,3,0.20000000000000001,-2.4359999999999999
2870,CA-2017-143861,06/12/17,06/19/17,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088000000000001,2,0.20000000000000001,1.0679999999999996
2871,CA-2014-148040,03/22/14,03/26/14,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352000000000004,3,0.20000000000000001,23.234999999999992
2872,CA-2014-148040,03/22/14,03/26/14,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.35199999999998,3,0.20000000000000001,-35.36460000000001
2873,CA-2017-135167,06/15/17,06/20/17,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,90036,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.2599999999999998,1,0,1.7465999999999999
2874,CA-2017-137022,11/16/17,11/22/17,Standard Class,SW-20275,Scott Williamson,Consumer,United States,San Diego,California,92105,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,811.27999999999997,8,0,24.338399999999979
2875,US-2017-102638,12/29/17,12/31/17,First Class,MC-17845,Michael Chen,Consumer,United States,New York City,New York,10035,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,6.0299999999999994,3,0,2.9546999999999999
2876,US-2016-167339,01/21/16,01/23/16,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.56800000000001,2,0.20000000000000001,-5.758800000000015
2877,US-2016-167339,01/21/16,01/23/16,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.4879999999999,7,0.20000000000000001,76.011600000000016
2878,CA-2016-152072,01/15/16,01/19/16,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.340000000000003,2,0,24.599800000000002
2879,CA-2016-152072,01/15/16,01/19/16,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.6600000000000001,2,0,1.3513999999999995
2880,CA-2016-152072,01/15/16,01/19/16,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.96999999999997,3,0,91.789199999999994
2881,CA-2016-102932,09/19/16,09/23/16,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050,East,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.440000000000001,6,0,12.720000000000001
2882,CA-2016-102932,09/19/16,09/23/16,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0,8.0996999999999986
2883,CA-2014-165540,02/21/14,02/25/14,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.8499999999999979,5,0.80000000000000004,-13.717499999999998
2884,CA-2016-130799,11/11/16,11/16/16,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,0,2.2271999999999998
2885,CA-2016-164483,01/30/16,02/03/16,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2,0.20000000000000001,5.8914
2886,US-2016-159856,10/18/16,10/22/16,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,85281,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92000000000002,5,0.20000000000000001,-34.64100000000002
2887,CA-2017-102099,12/18/17,12/19/17,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.6299999999999999,3,0,1.7901
2888,CA-2017-102099,12/18/17,12/19/17,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.960000000000001,2,0,6.2208000000000006
2889,CA-2017-102099,12/18/17,12/19/17,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,32.400000000000006,5,0,15.552000000000001
2890,CA-2017-164049,11/02/17,11/06/17,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.849999999999998,5,0,10.732499999999998
2891,CA-2014-142727,04/29/14,05/01/14,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.960000000000001,2,0,12.990000000000002
2892,CA-2014-142727,04/29/14,05/01/14,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.940000000000001,3,0,8.6112000000000002
2893,CA-2017-139913,10/23/17,10/29/17,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,11.56,2,0,5.6644000000000005
2894,CA-2017-139913,10/23/17,10/29/17,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.400000000000002,5,0,11.879999999999999
2895,CA-2017-139913,10/23/17,10/29/17,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.079999999999998,11,0,29.013600000000004
2896,CA-2017-139913,10/23/17,10/29/17,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.880000000000003,3,0,10.046400000000002
2897,CA-2014-169033,03/30/14,04/03/14,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Long Beach,New York,11561,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,49.649999999999999,5,0,20.853000000000002
2898,US-2016-164630,01/04/16,01/09/16,Standard Class,EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,28205,South,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.96800000000007,4,0.20000000000000001,119.99599999999992
2899,US-2015-114839,04/26/15,04/30/15,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Houston,Texas,77036,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.42200000000003,2,0.29999999999999999,-5.8346000000000231
